; Sample Rate 8192
; Channels 1
               0                0 
0.25      0.1411200080598672     
0.25      0.04123484953886133     
0.25      -0.05908964837387702     
0.25      -0.15884357258593282     
0.25      -0.2570215259618753     
0.25      -0.3526327703851096     
0.25      -0.4447112442450487     
0.25      -0.5323253528993986     
0.25      -0.6145874326323462     
0.25      -0.6906627916131075     
0.25      -0.7597782353297544     
0.25      -0.8212299888943606     
0.25      -0.8743909344414087     
0.25      -0.9187170885168512     
0.25      -0.953753251816024     
0.25      -0.9791377718024581     
0.25      -0.9946063675464795     
0.25      -0.9999949754756159     
0.25      -0.9952415845355048     
0.25      -0.9803870394224724     
0.25      -0.9555748009654014     
0.25      -0.9210496633000522     
0.25      -0.8771554380867674     
0.25      -0.8243316265646433     
0.25      -0.7631091106042147     
0.25      -0.6941049040100236     
0.25      -0.6180160150302016     
0.25      -0.5356124802517314     
0.25      -0.447729638701356     
0.25      -0.3552597229424556     
0.25      -0.25914285117354413     
0.25      -0.16035751071736565     
0.25      -0.05991062877236704     
0.25      0.04117266917942423     
0.25      0.1418595094024098     
0.25      0.2411198220087755     
0.25      0.3379368873841833     
0.25      0.43131776890919254     
0.25      0.5203035247726722     
0.25      0.6039790936007016     
0.25      0.6814827516389889     
0.25      0.7520150433021064     
0.25      0.8148470920013468     
0.25      0.8693282042366052     
0.25      0.9148926869279194     
0.25      0.9510658058009765     
0.25      0.9774688212509234     
0.25      0.9938230474045816     
0.25      0.9999528899898066     
0.25      0.9957878290027287     
0.25      0.9813633229338786     
0.25      0.9568206223632879     
0.25      0.9224054919495619     
0.25      0.8784658511035857     
0.25      0.8254483548376572     
0.25      0.7638939472995037     
0.25      0.6944324312229625     
0.25      0.6177761068411154     
0.25      0.5347125436047213     
0.25      0.44609655722544284     
0.25      0.35284147302181695     
0.25      0.2559097641957851     
0.25      0.156303160425828     
0.25      0.05505232795599006     
0.25      -0.04679377287609517     
0.25      -0.1481787430483004     
0.25      -0.24804970102112084     
0.25      -0.3453682260854919     
0.25      -0.43912117509194326     
0.25      -0.5283312597227584     
0.25      -0.6120672736083101     
0.25      -0.6894538618885083     
0.25      -0.7596807302513291     
0.25      -0.8220111960008144     
0.25      -0.8757899902634696     
0.25      -0.9204502279708405     
0.25      -0.9555194706821816     
0.25      -0.9806248165503724     
0.25      -0.9954969616933387     
0.25      -0.999973187810886     
0.25      -0.9939992419749978     
0.25      -0.9776300860062856     
0.25      -0.9510295046117054     
0.25      -0.9144685733768328     
0.25      -0.8683229996555728     
0.25      -0.8130693612559627     
0.25      -0.7492802794580237     
0.25      -0.6776185741951893     
0.25      -0.5988304600649199     
0.25      -0.513737852090683     
0.25      -0.42322985972666866     
0.25      -0.3282535563746628     
0.25      -0.2298041195741784     
0.25      -0.12891444394516402     
0.25      -0.026644334830918496     
0.25      0.07593060465912313     
0.25      0.1777302769259019     
0.25      0.27768146482775286     
0.25      0.37472915852466404     
0.25      0.46784771458210145     
0.25      0.5560517290962114     
0.25      0.6384065092560745     
0.25      0.7140380316436323     
0.25      0.7821422806521462     
0.25      0.8419938666305803     
0.25      0.892953830672651     
0.25      0.934476551292841     
0.25      0.9661156774827393     
0.25      0.9875290227259544     
0.25      0.9984823653644003     
0.25      0.9988521121414887     
0.25      0.9886267936796903     
0.25      0.9679073729562624     
0.25      0.9369063603925024     
0.25      0.8959457418361274     
0.25      0.8454537383590588     
0.25      0.7859604292793636     
0.25      0.7180922820127615     
0.25      0.6425656441348316     
0.25      0.5601792642627184     
0.25      0.47180591892257207     
0.25      0.3783832323411815     
0.25      0.28090378497939694     
0.25      0.1804046145128476     
0.25      0.07795621977378019     
0.25      -0.025348816180649898     
0.25      -0.12840746327852903     
0.25      -0.23011801817122002     
0.25      -0.32939188890615795     
0.25      -0.425165264437049     
0.25      -0.516410543718574     
0.25      -0.6021474013227275     
0.25      -0.6814533700308942     
0.25      -0.7534738256678178     
0.25      -0.8174312655040525     
0.25      -0.8726337788021518     
0.25      -0.9184826164459324     
0.25      -0.9544787759860492     
0.25      -0.9802285287618876     
0.25      -0.9954478269122659     
0.25      -0.9999655399487345     
0.25      -0.9937254830105706     
0.25      -0.9767872118180536     
0.25      -0.949325572553177     
0.25      -0.9116290082832158     
0.25      -0.8640966369589773     
0.25      -0.8072341293211597     
0.25      -0.741648428091146     
0.25      -0.6680413624646874     
0.25      -0.5872022240298193     
0.25      -0.4999993816615076     
0.25      -0.4073710235776613     
0.25      -0.3103151244569339     
0.25      -0.20987874420853211     
0.25      -0.10714677255003914     
0.25      -0.003230239904754782     
0.25      0.1007456797991306     
0.25      0.20365384511851833     
0.25      0.304377370229407     
0.25      0.4018217626449435     
0.25      0.49492684347939225     
0.25      0.5826783201790189     
0.25      0.6641188850212574     
0.25      0.7383587174542672     
0.25      0.80458527446379     
0.25      0.8620722605515976     
0.25      0.9101876775146147     
0.25      0.9484008639367323     
0.25      0.976288445045095     
0.25      0.9935391252257488     
0.25      0.9999572679169686     
0.25      0.9954652206692461     
0.25      0.9801043567389253     
